Entry,Entry name,Gene names,Protein families
Q9BZ81,MAGB5_HUMAN,MAGEB5,
Q8N7X4,MAGB6_HUMAN,MAGEB6,
Q8WYA0,IFT81_HUMAN,IFT81 CDV1,IFT81 family
P32942,ICAM3_HUMAN,ICAM3,"Immunoglobulin superfamily, ICAM family"
Q86VG3,IFTAP_HUMAN,IFTAP C11orf74 NWC,
Q14773,ICAM4_HUMAN,ICAM4 LW,"Immunoglobulin superfamily, ICAM family"
Q13099,IFT88_HUMAN,IFT88 TG737 TTC10,
Q9Y5V3,MAGD1_HUMAN,MAGED1 NRAGE PP2250 PRO2292,
Q6VMQ6,MCAF1_HUMAN,ATF7IP MCAF MCAF1,MCAF family
Q5U623,MCAF2_HUMAN,ATF7IP2 MCAF2,MCAF family
Q9UNF1,MAGD2_HUMAN,MAGED2 BCG1,
A6NCF6,MA13P_HUMAN,MAGEA13P,
P61626,LYSC_HUMAN,LYZ LZM,Glycosyl hydrolase 22 family
Q96JG8,MAGD4_HUMAN,MAGED4 KIAA1859 MAGED4A MAGEE1; MAGED4B,
Q9HCI5,MAGE1_HUMAN,MAGEE1 HCA1 KIAA1587,
P33908,MA1A1_HUMAN,MAN1A1,Glycosyl hydrolase 47 family
Q9P2G4,MAP10_HUMAN,MAP10 KIAA1383 MTR120,
Q8TD90,MAGE2_HUMAN,MAGEE2 HCA3,
Q9HAY2,MAGF1_HUMAN,MAGEF1,
O60476,MA1A2_HUMAN,MAN1A2 MAN1B,Glycosyl hydrolase 47 family
Q8N8R3,MCATL_HUMAN,SLC25A29 C14orf69 ORNT3,Mitochondrial carrier (TC 2.A.29) family
P53582,MAP11_HUMAN,METAP1 KIAA0094,"Peptidase M24A family, Methionine aminopeptidase type 1 subfamily"
P23083,HV102_HUMAN,IGHV1-2,
A0A0A0MS14,HV145_HUMAN,IGHV1-45,
A0A0C4DH29,HV103_HUMAN,IGHV1-3,
A0A0G2JMI3,HV692_HUMAN,IGHV1-69-2,
A0A0B4J1V7,HV781_HUMAN,IGHV7-81,
A0A0B4J1U7,HV601_HUMAN,IGHV6-1,
O14602,IF1AY_HUMAN,EIF1AY,EIF-1A family
A0A0J9YX35,HV64D_HUMAN,IGHV3-64D,
P0DP02,HVC33_HUMAN,IGHV3-30-3,
P0DP06,HVD34_HUMAN,IGHV4-30-4,
P08833,IBP1_HUMAN,IGFBP1 IBP1,
P22301,IL10_HUMAN,IL10,IL-10 family
Q99665,I12R2_HUMAN,IL12RB2,"Type I cytokine receptor family, Type 2 subfamily"
Q14627,I13R2_HUMAN,IL13RA2 IL13R,"Type I cytokine receptor family, Type 5 subfamily"
P31271,HXA13_HUMAN,HOXA13 HOX1J,Abd-B homeobox family
Q9UBB5,MBD2_HUMAN,MBD2,
O95998,I18BP_HUMAN,IL18BP,
P35225,IL13_HUMAN,IL13 NC30,IL-4/IL-13 family
Q8TAD2,IL17D_HUMAN,IL17D UNQ3096/PRO21175,IL-17 family
Q8NFM7,I17RD_HUMAN,IL17RD IL17RLM SEF UNQ6115/PRO20026,
Q6ZQW0,I23O2_HUMAN,IDO2 INDOL1,"Indoleamine 2,3-dioxygenase family"
Q13007,IL24_HUMAN,IL24 MDA7 ST16,IL-10 family
P01589,IL2RA_HUMAN,IL2RA,
P35453,HXD13_HUMAN,HOXD13 HOX4I,Abd-B homeobox family
Q7Z5L9,I2BP2_HUMAN,IRF2BP2,IRF2BP family
P31249,HXD3_HUMAN,HOXD3 HOX1D HOX4A,Antp homeobox family
Q9NPH9,IL26_HUMAN,IL26 AK155,IL-10 family
A6NMX2,I4E1B_HUMAN,EIF4E1B,Eukaryotic initiation factor 4E family
Q9UQF2,JIP1_HUMAN,MAPK8IP1 IB1 JIP1 PRKM8IP,JIP scaffold family
O15037,KHNYN_HUMAN,KHNYN KIAA0323,N4BP1 family
Q16322,KCA10_HUMAN,KCNA10,"Potassium channel family, A (Shaker) (TC 1.A.1.2) subfamily, Kv1.8/KCNA10 sub-subfamily"
P50053,KHK_HUMAN,KHK,Carbohydrate kinase PfkB family
Q8NCK7,MOT11_HUMAN,SLC16A11 MCT11,"Major facilitator superfamily, Monocarboxylate porter (TC 2.A.1.13) family"
Q12809,KCNH2_HUMAN,KCNH2 ERG ERG1 HERG,"Potassium channel family, H (Eag) (TC 1.A.1.20) subfamily, Kv11.1/KCNH2 sub-subfamily"
Q13554,KCC2B_HUMAN,CAMK2B CAM2 CAMK2 CAMKB,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily"
O95251,KAT7_HUMAN,KAT7 HBO1 HBOa MYST2,MYST (SAS/MOZ) family
P20151,KLK2_HUMAN,KLK2,"Peptidase S1 family, Kallikrein subfamily"
Q9HB14,KCNKD_HUMAN,KCNK13,Two pore domain potassium channel (TC 1.A.1.8) family
O00180,KCNK1_HUMAN,KCNK1 HOHO1 KCNO1 TWIK1,Two pore domain potassium channel (TC 1.A.1.8) family
Q9HB15,KCNKC_HUMAN,KCNK12,Two pore domain potassium channel (TC 1.A.1.8) family
Q9BQ13,KCD14_HUMAN,KCTD14,
Q15058,KIF14_HUMAN,KIF14 KIAA0042,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family"
Q96FN5,KIF12_HUMAN,KIF12,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family"
P10644,KAP0_HUMAN,PRKAR1A PKR1 PRKAR1 TSE1,CAMP-dependent kinase regulatory chain family
Q9HAQ2,KIF9_HUMAN,KIF9,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family"
Q9HC36,MRM3_HUMAN,MRM3 RNMTL1 HC90,"Class IV-like SAM-binding methyltransferase superfamily, RNA methyltransferase TrmH family"
O15054,KDM6B_HUMAN,KDM6B JMJD3 KIAA0346,UTX family
Q96AC6,KIFC2_HUMAN,KIFC2,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family"
Q9BVG8,KIFC3_HUMAN,KIFC3,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family"
Q6ZMT4,KDM7A_HUMAN,KDM7A JHDM1D KDM7 KIAA1718,"JHDM1 histone demethylase family, JHDM1D subfamily"
Q8N371,KDM8_HUMAN,KDM8 JMJD5,
Q9BW62,KATL1_HUMAN,KATNAL1,"AAA ATPase family, Katanin p60 subunit A1 subfamily, A-like 1 sub-subfamily"
Q5TGP6,MROH9_HUMAN,MROH9 C1orf129,
P27144,KAD4_HUMAN,AK4 AK3 AK3L1,"Adenylate kinase family, AK3 subfamily"
Q9Y6K8,KAD5_HUMAN,AK5,Adenylate kinase family
Q96M32,KAD7_HUMAN,AK7,Adenylate kinase family; Dpy-30 family
Q5TCS8,KAD9_HUMAN,AK9 AKD1 AKD2 C6orf199 C6orf224,Adenylate kinase family
Q9Y3D8,KAD6_HUMAN,AK6 CINAP AD-004 CGI-137,"Adenylate kinase family, AK6 subfamily"
Q9HC24,LFG4_HUMAN,TMBIM4 GAAP LFG4 CGI-119,"BI1 family, LFG subfamily"
A0A0U1RRL7,MMPOS_HUMAN,MMP24OS MMP24-AS1,
Q8N0V4,LGI2_HUMAN,LGI2 KIAA1916 LGIL2,
Q8IYD9,LAS2_HUMAN,LAS2 C18orf54,
P16150,LEUK_HUMAN,SPN CD43,
Q5TDP6,LGSN_HUMAN,LGSN GLULD1 LGS,Glutamine synthetase family
Q9UH92,MLX_HUMAN,MLX BHLHD13 TCFL4,
Q8NC56,LEMD2_HUMAN,LEMD2,
P04430,KV116_HUMAN,IGKV1-16,
A0A0C4DH68,KV224_HUMAN,IGKV2-24,
Q96PV6,LENG8_HUMAN,LENG8 KIAA1932,
Q9UIQ6,LCAP_HUMAN,LNPEP OTASE,Peptidase M1 family
Q86U70,LDB1_HUMAN,LDB1 CLIM2,LDB family
O75112,LDB3_HUMAN,LDB3 KIAA0613 ZASP,
Q9BQD3,KXDL1_HUMAN,KXD1 C19orf50,KXD1 family
P01594,KV133_HUMAN,IGKV1-33,
Q5T7P2,LCE1A_HUMAN,LCE1A LEP1,LCE family
Q5T751,LCE1C_HUMAN,LCE1C LEP3,LCE family
Q5TA79,LCE2A_HUMAN,LCE2A LEP9,LCE family
P11047,LAMC1_HUMAN,LAMC1 LAMB2,
Q5T752,LCE1D_HUMAN,LCE1D LEP4,LCE family
Q5T754,LCE1F_HUMAN,LCE1F LEP6,LCE family
Q5TA81,LCE2C_HUMAN,LCE2C LEP11,LCE family
Q96L11,LCFC1_HUMAN,LLCFC1 C7orf34 SOF1,
P13473,LAMP2_HUMAN,LAMP2,LAMP family
P83111,LACTB_HUMAN,LACTB MRPL56 UNQ843/PRO1781,Peptidase S12 family
P06239,LCK_HUMAN,LCK,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily"
Q93083,MT1L_HUMAN,MT1L,"Metallothionein superfamily, Type 1 family"
Q8N339,MT1M_HUMAN,MT1M MT1K,"Metallothionein superfamily, Type 1 family"
Q86WU2,LDHD_HUMAN,LDHD,FAD-binding oxidoreductase/transferase type 4 family
Q13126,MTAP_HUMAN,MTAP MSAP,"PNP/MTAP phosphorylase family, MTAP subfamily"
Q6ZST4,LCNL1_HUMAN,LCNL1,"Calycin superfamily, Lipocalin family"
P00709,LALBA_HUMAN,LALBA LYZL7,Glycosyl hydrolase 22 family
Q8N9T8,KRI1_HUMAN,KRI1,KRI1 family
Q13094,LCP2_HUMAN,LCP2,
Q107X0,KRIP1_HUMAN,KLKP1 KLK31P,
Q16719,KYNU_HUMAN,KYNU,Kynureninase family
Q14533,KRT81_HUMAN,KRT81 KRTHB1 MLN137,Intermediate filament family
Q8IV20,LACC1_HUMAN,LACC1 C13orf31 FAMIN,Purine nucleoside phosphorylase YfiH/LACC1 family
Q8NBH2,KY_HUMAN,KY,Transglutaminase-like superfamily
Q86UP2,KTN1_HUMAN,KTN1 CG1 KIAA0004,Kinectin family
O00370,LORF2_HUMAN,,
Q9ULH4,LRFN2_HUMAN,LRFN2 KIAA1246 SALM1,LRFN family
A6NM62,LRC53_HUMAN,LRRC53,
Q6ZN17,LN28B_HUMAN,LIN28B CSDD2,Lin-28 family
Q9H9Z2,LN28A_HUMAN,LIN28A CSDD1 LIN28 ZCCHC1,Lin-28 family
P18054,LOX12_HUMAN,ALOX12 12LO LOG12,Lipoxygenase family
Q9C099,LRCC1_HUMAN,LRRCC1 CLERC KIAA1764,LRRCC1 family
Q9BTN0,LRFN3_HUMAN,LRFN3 SALM4 UNQ5865/PRO34192,LRFN family
Q8IWU2,LMTK2_HUMAN,LMTK2 AATYK2 BREK KIAA1079 KPI2 LMR2,"Protein kinase superfamily, Tyr protein kinase family"
Q3BBV0,NBPF1_HUMAN,NBPF1 KIAA1693,NBPF family
Q9HAP6,LIN7B_HUMAN,LIN7B MALS2 VELI2 UNQ3116/PRO10200,Lin-7 family
Q6MZP7,LIN54_HUMAN,LIN54 CXCDC1 KIAA2037,Lin-54 family
Q86XG9,NBPF5_HUMAN,NBPF5P NBPF5,NBPF family
Q8TCA0,LRC20_HUMAN,LRRC20 UNQ2429/PRO4989,
Q8N6Y2,LRC17_HUMAN,LRRC17 P37NB UNQ3076/PRO9909,
Q3BBV2,NBPF8_HUMAN,NBPF8 NBPF8P,NBPF family
Q9Y5X9,LIPE_HUMAN,LIPG UNQ387/PRO719,"AB hydrolase superfamily, Lipase family"
Q8WWY8,LIPH_HUMAN,LIPH LPDLR MPAPLA1 PLA1B,"AB hydrolase superfamily, Lipase family"
Q8N485,LIX1_HUMAN,LIX1 C5orf11,LIX1 family
Q9BW11,MAD3_HUMAN,MXD3 BHLHC13 MAD3,
P40926,MDHM_HUMAN,MDH2,"LDH/MDH superfamily, MDH type 1 family"
Q14582,MAD4_HUMAN,MXD4 BHLHC12 MAD4,
Q9GZU1,MCLN1_HUMAN,MCOLN1 ML4 TRPML1 MSTP080,"Transient receptor (TC 1.A.4) family, Polycystin subfamily, MCOLN1 sub-subfamily"
P33991,MCM4_HUMAN,MCM4 CDC21,MCM family
P43355,MAGA1_HUMAN,MAGEA1 MAGE1 MAGE1A,
Q13253,NOGG_HUMAN,NOG,Noggin family
P43364,MAGAB_HUMAN,MAGEA11 MAGE11,
P43365,MAGAC_HUMAN,MAGEA12 MAGE12,
Q7Z434,MAVS_HUMAN,MAVS IPS1 KIAA1271 VISA,
Q8NFZ4,NLGN2_HUMAN,NLGN2 KIAA1366,Type-B carboxylesterase/lipase family
Q96LZ2,MAGBA_HUMAN,MAGEB10,
A8MXT2,MAGBH_HUMAN,MAGEB17,
O95243,MBD4_HUMAN,MBD4 MED1,
P20794,MAK_HUMAN,MAK,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily"
O95983,MBD3_HUMAN,MBD3,
Q969L2,MAL2_HUMAN,MAL2,MAL family
Q13257,MD2L1_HUMAN,MAD2L1 MAD2,MAD2 family
Q9Y250,LZTS1_HUMAN,LZTS1 FEZ1,LZTS family
Q16655,MAR1_HUMAN,MLANA MART1,
Q8TD19,NEK9_HUMAN,NEK9 KIAA1995 NEK8 NERCC,"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily"
Q8N653,LZTR1_HUMAN,LZTR1 TCFL2,LZTR1 family
Q538Z0,LUZP6_HUMAN,LUZP6 MPD6,
P17677,NEUM_HUMAN,GAP43,Neuromodulin family
A0A0B4J1U3,LV136_HUMAN,IGLV1-36,
A0A075B6K4,LV310_HUMAN,IGLV3-10,
P01706,LV211_HUMAN,IGLV2-11,
Q9P0N8,MARH2_HUMAN,MARCHF2 MARCH2 RNF172 HSPC240,
P01717,LV325_HUMAN,IGLV3-25,
A0A075B6K2,LV312_HUMAN,IGLV3-12,
P01714,LV319_HUMAN,IGLV3-19,
Q0VGL1,LTOR4_HUMAN,LAMTOR4 C7orf59,LAMTOR4 family
O15021,MAST4_HUMAN,MAST4 KIAA0303,"Protein kinase superfamily, AGC Ser/Thr protein kinase family"
O43451,MGA_HUMAN,MGAM MGA MGAML,Glycosyl hydrolase 31 family
O95140,MFN2_HUMAN,MFN2 CPRP1 KIAA0214,"TRAFAC class dynamin-like GTPase superfamily, Dynamin/Fzo/YdjA family, Mitofusin subfamily"
O00587,MFNG_HUMAN,MFNG,Glycosyltransferase 31 family
Q5TGZ0,MIC10_HUMAN,MICOS10 C1orf151 MIC10 MINOS1,MICOS complex subunit Mic10 family
P01185,NEU2_HUMAN,AVP ARVP VP,Vasopressin/oxytocin family
Q9GZY6,NTAL_HUMAN,LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046,
Q9NYZ2,MFRN1_HUMAN,SLC25A37 MFRN MSCP HT015,Mitochondrial carrier (TC 2.A.29) family
Q9Y316,MEMO1_HUMAN,MEMO1 C2orf4 MEMO NS5ATP7 CGI-27,MEMO1 family
P80303,NUCB2_HUMAN,NUCB2 NEFA,Nucleobindin family
Q8IWI9,MGAP_HUMAN,MGA KIAA0518 MAD5,
Q14249,NUCG_HUMAN,ENDOG,DNA/RNA non-specific endonuclease family
P34130,NTF4_HUMAN,NTF4 NTF5,NGF-beta family
P53778,MK12_HUMAN,MAPK12 ERK6 SAPK3,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily"
P78549,NTH_HUMAN,NTHL1 NTH1 OCTS3,Nth/MutY family
P19338,NUCL_HUMAN,NCL,
Q9BV86,NTM1A_HUMAN,NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003,"Methyltransferase superfamily, NTM1 family"
P51843,NR0B1_HUMAN,NR0B1 AHC DAX1,"Nuclear hormone receptor family, NR0 subfamily"
Q8IVF1,NTM2A_HUMAN,NUTM2A FAM22A KIAA2020,NUT family
Q99735,MGST2_HUMAN,MGST2 GST2,MAPEG family
Q8N4Q1,MIA40_HUMAN,CHCHD4 MIA40,
P13056,NR2C1_HUMAN,NR2C1 TR2,"Nuclear hormone receptor family, NR2 subfamily"
Q9NXB0,MKS1_HUMAN,MKS1,
Q13064,MKRN3_HUMAN,MKRN3 D15S9 RNF63 ZNF127,
Q13434,MKRN4_HUMAN,MKRN4P MKRN4 MKRNP5 RNF64 ZNF127L1,
P21741,MK_HUMAN,MDK MK1 NEGF2,Pleiotrophin family
O14950,ML12B_HUMAN,MYL12B MRLC2 MYLC2B,
Q8NCR3,MFI_HUMAN,MFI C11orf65,
A6NJ78,MET15_HUMAN,METTL15 METT5D1,"Methyltransferase superfamily, RsmH family"
Q6UX53,MET7B_HUMAN,METTL7B UNQ594/PRO1180,Methyltransferase superfamily
Q9NX70,MED29_HUMAN,MED29 IXL,Mediator complex subunit 29 family
Q9H2W2,MIXL1_HUMAN,MIXL1 MIXL,Paired homeobox family
O75030,MITF_HUMAN,MITF BHLHE32,MiT/TFE family
Q4VC31,MIX23_HUMAN,MIX23 CCDC58,MIX23 family
Q5TIA1,MEI1_HUMAN,MEI1,
O96033,MOC2A_HUMAN,MOCS2 MOCO1,"MoaD family, MOCS2A subfamily"
Q5JSS6,MEIG1_HUMAN,MEIG1,MEIG1 family
A0A087WXM9,MEIKN_HUMAN,MEIKIN,
P46734,MP2K3_HUMAN,MAP2K3 MEK3 MKK3 PRKMK3 SKK2,"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily"
Q6PF18,MORN3_HUMAN,MORN3,
A2RUB1,MEIOC_HUMAN,MEIOC C17orf104,
A0A1B0GUY1,MRCOL_HUMAN,MARCOL,
Q9GZL8,BPEC1_HUMAN,BPESC1,
Q5VVS0,CA140_HUMAN,C1orf140,
Q8NEQ5,CA162_HUMAN,C1orf162,
P50895,BCAM_HUMAN,BCAM LU MSK19,
Q7Z7H3,CATIP_HUMAN,CATIP C2orf62,CATIP family
P53634,CATC_HUMAN,CTSC CPPI,Peptidase C1 family
Q8N187,CARTF_HUMAN,CARF ALS2CR8,
Q99618,CDCA3_HUMAN,CDCA3 C8 GRCC8 TOME1,
Q9BWT1,CDCA7_HUMAN,CDCA7 JPO1,
Q9H5V8,CDCP1_HUMAN,CDCP1 TRASK UNQ2486/PRO5773,
P08861,CEL3B_HUMAN,CELA3B ELA3B,"Peptidase S1 family, Elastase subfamily"
P24864,CCNE1_HUMAN,CCNE1 CCNE,"Cyclin family, Cyclin E subfamily"
P13987,CD59_HUMAN,CD59 MIC11 MIN1 MIN2 MIN3 MSK21,
Q9NYQ6,CELR1_HUMAN,CELSR1 CDHF9 FMI2,"G-protein coupled receptor 2 family, LN-TM7 subfamily"
P24863,CCNC_HUMAN,CCNC,"Cyclin family, Cyclin C subfamily"
P60033,CD81_HUMAN,CD81 TAPA1 TSPAN28,Tetraspanin (TM4SF) family
O60563,CCNT1_HUMAN,CCNT1,"Cyclin family, Cyclin C subfamily"
Q5EBM0,CMPK2_HUMAN,CMPK2,Thymidylate kinase family
Q96M02,CJ090_HUMAN,C10orf90 FATS,
Q9UK58,CCNL1_HUMAN,CCNL1 BM-001 UNQ530/PRO1073,"Cyclin family, Cyclin L subfamily"
Q8N4M7,CJ126_HUMAN,C10orf126,
C9JXX5,CK094_HUMAN,C11orf94,
Q6NUJ2,CK087_HUMAN,C11orf87,
Q86VU5,CMTD1_HUMAN,COMTD1 UNQ766/PRO1558,"Class I-like SAM-binding methyltransferase superfamily, Cation-dependent O-methyltransferase family"
Q6ZRI6,CO039_HUMAN,C15orf39 FP6578,
Q8WUR7,CO040_HUMAN,C15orf40,UPF0235 family
O60543,CIDEA_HUMAN,CIDEA,
Q96DZ5,CLIP3_HUMAN,CLIP3 CLIPR59,
Q96KP4,CNDP2_HUMAN,CNDP2 CN2 CPGL HEL-S-13 PEPA,Peptidase M20A family
C9JQL5,DSA2D_HUMAN,,CD225/Dispanin family
P56282,DPOE2_HUMAN,POLE2 DPE2,DNA polymerase epsilon subunit B family
P51911,CNN1_HUMAN,CNN1,Calponin family
Q56P03,EAPP_HUMAN,EAPP C14orf11 BM-036,
Q8NE01,CNNM3_HUMAN,CNNM3 ACDP3,ACDP family
Q12882,DPYD_HUMAN,DPYD,Dihydropyrimidine dehydrogenase family
P54098,DPOG1_HUMAN,POLG MDP1 POLG1 POLGA,DNA polymerase type-A family
P09497,CLCB_HUMAN,CLTB,Clathrin light chain family
Q92989,CLP1_HUMAN,CLP1 HEAB,"Clp1 family, Clp1 subfamily"
O95628,CNOT4_HUMAN,CNOT4 NOT4,
Q9NPC3,CIP1_HUMAN,CCNB1IP1 C14orf18 HEI10,
Q9Y5I7,CLD16_HUMAN,CLDN16 PCLN1,Claudin family
Q86Y13,DZIP3_HUMAN,DZIP3 KIAA0675,
Q9UBD9,CLCF1_HUMAN,CLCF1 BSF3 CLC NNT1,IL-6 superfamily
P79483,DRB3_HUMAN,HLA-DRB3,MHC class II family
O14493,CLD4_HUMAN,CLDN4 CPER CPETR1 WBSCR8,Claudin family
P13762,DRB4_HUMAN,HLA-DRB4,MHC class II family
Q8TE73,DYH5_HUMAN,DNAH5 DNAHC5 HL1 KIAA1603,Dynein heavy chain family
Q8IXS2,DRC2_HUMAN,CCDC65 DRC2,DRC2 family
Q9H095,DRC9_HUMAN,IQCG DRC9,DRC9 family
Q86X52,CHSS1_HUMAN,CHSY1 CHSY CSS1 KIAA0990 UNQ756/PRO1487,Chondroitin N-acetylgalactosaminyltransferase family
P02461,CO3A1_HUMAN,COL3A1,Fibrillar collagen family
Q7LGC8,CHST3_HUMAN,CHST3,"Sulfotransferase 1 family, Gal/GlcNAc/GalNAc subfamily"
Q7L1S5,CHST9_HUMAN,CHST9 UNQ2549/PRO6175,Sulfotransferase 2 family
Q99828,CIB1_HUMAN,CIB1 CIB KIP PRKDCIP,
Q96LP6,CL042_HUMAN,C12orf42,
G3V211,CL079_HUMAN,LINC01619 C12orf79,
Q8NET6,CHSTD_HUMAN,CHST13,Sulfotransferase 2 family
Q5QGZ9,CL12A_HUMAN,CLEC12A CLL1 DCAL2 MICL,
O75838,CIB2_HUMAN,CIB2 KIP2,
Q2HXU8,CL12B_HUMAN,CLEC12B UNQ5782/PRO16089,
Q9GZS9,CHST5_HUMAN,CHST5,"Sulfotransferase 1 family, Gal/GlcNAc/GalNAc subfamily"
P05997,CO5A2_HUMAN,COL5A2,Fibrillar collagen family
Q9Y696,CLIC4_HUMAN,CLIC4,Chloride channel CLIC family
P12109,CO6A1_HUMAN,COL6A1,Type VI collagen family
Q9Y2E6,DTX4_HUMAN,DTX4 KIAA0937 RNF155,Deltex family
Q8WUH1,CHUR_HUMAN,CHURC1 C14orf52 CHCH My015,Churchill family
Q9UQ16,DYN3_HUMAN,DNM3 KIAA0820,"TRAFAC class dynamin-like GTPase superfamily, Dynamin/Fzo/YdjA family"
Q9NYP3,DONS_HUMAN,DONSON C21orf60,DONSON family
P12110,CO6A2_HUMAN,COL6A2,Type VI collagen family
P20849,CO9A1_HUMAN,COL9A1,Fibril-associated collagens with interrupted helices (FACIT) family
P10643,CO7_HUMAN,C7,Complement C6/C7/C8/C9 family
Q9GZY4,COA1_HUMAN,COA1 C7orf44 MITRAC15,COA1 family
Q9Y2R0,COA3_HUMAN,COA3 CCDC56 MITRAC12 HSPC009,COA3 family
P25067,CO8A2_HUMAN,COL8A2,
Q0P5P2,CQ067_HUMAN,C17orf67,
Q96MU5,CQ077_HUMAN,CD300LD-AS1 C17orf77,
Q9Y6N1,COX11_HUMAN,COX11,COX11/CtaG family
A8MU93,CQ100_HUMAN,C17orf100,
Q9P0S2,COX16_HUMAN,COX16 C14orf112 HSPC203 PTD019,COX16 family
Q8N8Q8,COX18_HUMAN,COX18 OXA1L2,OXA1/ALB3/YidC family
P53672,CRBA2_HUMAN,CRYBA2,Beta/gamma-crystallin family
Q8N1P7,CRBG2_HUMAN,CRYBG2 AIM1L,Beta/gamma-crystallin family
Q8N668,COMD1_HUMAN,COMMD1 C2orf5 MURR1,
Q5TCH4,CP4AM_HUMAN,CYP4A22,Cytochrome P450 family
Q9BQW3,COE4_HUMAN,EBF4 COE4 KIAA1442,COE family
Q10570,CPSF1_HUMAN,CPSF1 CPSF160,CPSF1 family
Q9Y6H8,CXA3_HUMAN,GJA3,"Connexin family, Alpha-type (group II) subfamily"
Q14999,CUL7_HUMAN,CUL7 KIAA0076,Cullin family
P49682,CXCR3_HUMAN,CXCR3 GPR9,G-protein coupled receptor 1 family
P58512,CU067_HUMAN,LINC01547 C21orf67 C21orf69,
P0C875,F228B_HUMAN,FAM228B,FAM228 family
H3BQW9,F229A_HUMAN,FAM229A,FAM229 family
Q9H175,CSRN2_HUMAN,CSRNP2 C12orf22 FAM130A1 TAIP12,AXUD1 family
P36383,CXG1_HUMAN,GJC1 GJA7,"Connexin family, Gamma-type subfamily"
Q5HYN5,CT451_HUMAN,CT45A1 CT45-1,CT45 family
Q9BTA0,F167B_HUMAN,FAM167B C1orf90,FAM167 (SEC) family
A0A1B0GTL2,CT204_HUMAN,C20orf204 PRR17,
P26196,DDX6_HUMAN,DDX6 HLR2 RCK,"DEAD box helicase family, DDX6/DHH1 subfamily"
O15075,DCLK1_HUMAN,DCLK1 DCAMKL1 DCDC3A KIAA0369,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily"
A8MPP1,D11L8_HUMAN,DDX11L8,"DEAD box helicase family, DEAH subfamily, DDX11/CHL1 sub-subfamily"
Q8IZN7,D107A_HUMAN,DEFB107A DEFB107 DEFB7; DEFB107B,Beta-defensin family
Q9UGM3,DMBT1_HUMAN,DMBT1 GP340,DMBT1 family
Q9NW81,DMAC2_HUMAN,DMAC2 ATP5SL,ATP synthase subunit s family
Q7Z6W7,DNJB7_HUMAN,DNAJB7 HSC3,
Q96KC8,DNJC1_HUMAN,DNAJC1 HTJ1,
O75190,DNJB6_HUMAN,DNAJB6 HSJ2 MRJ MSJ1,
P49916,DNLI3_HUMAN,LIG3,ATP-dependent DNA ligase family
Q6ZS02,DMP46_HUMAN,DNM1P46 C15orf51,
Q96SL1,DIRC2_HUMAN,SLC49A4 DIRC2,Major facilitator superfamily
P49448,DHE4_HUMAN,GLUD2 GLUDP1,Glu/Leu/Phe/Val dehydrogenases family
Q9Y222,DMTF1_HUMAN,DMTF1 DMP1,DMTF1 family
A0A2Z4LIS9,FXO3B_HUMAN,FOXO3B,
O96015,DNAL4_HUMAN,DNAL4,Dynein light chain family
P28845,DHI1_HUMAN,HSD11B1 HSD11 HSD11L SDR26C1,Short-chain dehydrogenases/reductases (SDR) family
P51530,DNA2_HUMAN,DNA2 DNA2L KIAA0083,DNA2/NAM7 helicase family
Q9Y295,DRG1_HUMAN,DRG1 NEDD3,"TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family"
Q13011,ECH1_HUMAN,ECH1,Enoyl-CoA hydratase/isomerase family
O14640,DVL1_HUMAN,DVL1,DSH family
A6NNA5,DRGX_HUMAN,DRGX PRRXL1,Paired homeobox family
P43003,EAA1_HUMAN,SLC1A3 EAAT1 GLAST GLAST1,"Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family, SLC1A3 subfamily"
Q9NRD8,DUOX2_HUMAN,DUOX2 LNOX2 THOX2,Peroxidase family
Q96CW5,GCP3_HUMAN,TUBGCP3 GCP3,TUBGCP family
Q7Z5Q5,DPOLN_HUMAN,POLN,DNA polymerase type-A family
Q9UGP5,DPOLL_HUMAN,POLL,DNA polymerase type-X family
Q8N7M0,DYLT5_HUMAN,DYNLT5 TCTEX1D1,Dynein light chain Tctex-type family
Q6V1X1,DPP8_HUMAN,DPP8 DPRP1 MSTP097 MSTP135 MSTP141,"Peptidase S9B family, DPPIV subfamily"
P21918,DRD5_HUMAN,DRD5 DRD1B DRD1L2,G-protein coupled receptor 1 family
Q8NEU8,DP13B_HUMAN,APPL2 DIP13B,
Q3SY89,ELB3B_HUMAN,ELOA3BP ELOA3B TCEB3CL,
